,BTC vs SPY,BTC vs QQQ,BTC vs Gold,BTC vs TLT
2025-10-01,0.37639950049796833,0.39658491336434665,0.03215323301438304,-0.03530477714354022
2025-10-02,0.37947620942274507,0.3991553447565265,0.026306604418140124,-0.037878184636763325
2025-10-03,0.3766636581690438,0.3948865568200252,0.032310989382334884,-0.03300414572876042
2025-10-06,0.37691996110160053,0.3955927706692278,0.03590234744833975,-0.036218851680955046
2025-10-07,0.3775234737217527,0.39636573866015473,0.0344132289076843,-0.03937582947033028
2025-10-08,0.3768723604265906,0.39590804312701783,0.03763291505773701,-0.035474360155417634
2025-10-09,0.37769852647923574,0.3964383980130619,0.041654428666401656,-0.0353404497660276
2025-10-10,0.3930364508027847,0.4128182881156706,0.03274392798154394,-0.05440696632210258
2025-10-13,0.3973023004245692,0.41688936795573994,0.034381854058695746,-0.05738650999257564
2025-10-14,0.39715398483425457,0.4176723802409532,0.033452797702121465,-0.059031040306365766
2025-10-15,0.39472013907859876,0.4165387249979487,0.02498926145659572,-0.05590084858721124
2025-10-16,0.3945569453541439,0.4163909431022214,0.020388150309197398,-0.06006943460528413
2025-10-17,0.39480744986426985,0.4176299625165517,0.02474835057608402,-0.062438902707427954
2025-10-20,0.3969269635134335,0.4198675237094527,0.039499496066948976,-0.060318140945864525
2025-10-21,0.3966240003323105,0.4196416531797632,0.05383736935397653,-0.06392074205916597
2025-10-22,0.39674690475394875,0.4196935184430191,0.052744107431959356,-0.0641560686626072
2025-10-23,0.39728644868758317,0.4209862687866209,0.052874651620589415,-0.07241961002145854
2025-10-24,0.3974898787442246,0.42119388715921957,0.052793311768216354,-0.07235037978891391
2025-10-27,0.39835798843728354,0.4222569476868887,0.041122631848087204,-0.07168022914474442
2025-10-28,0.3981108783587709,0.4203308411104795,0.040750096997526,-0.07490036763046776
2025-10-29,0.3977097678171412,0.420452874713953,0.04258369675237994,-0.07218487474438934
2025-10-30,0.4001597684729714,0.4247523211354457,0.03963940043225729,-0.06826195077594274
2025-10-31,0.4014557477248781,0.4236837014009399,0.034908101234916424,-0.06992875535696218
2025-11-03,0.3999718354250633,0.42135633702251585,0.03507725436414246,-0.06808833790603691
2025-11-04,0.3995920747274108,0.4227987144347781,0.03939692558565503,-0.06880010926580357
2025-11-05,0.40046229640981595,0.4243610418465591,0.04092550024849996,-0.0759278048111026
2025-11-06,0.4024769847943515,0.4269937512815456,0.04172876513985597,-0.0734452222703064
2025-11-07,0.40054820882390946,0.42446130089153183,0.042528227777838934,-0.07612631362025687
2025-11-10,0.3889306561207742,0.41573232607960964,0.08408936115109307,-0.03510365771356247
2025-11-11,0.38751015768832675,0.4162902683181253,0.0830261026649431,-0.038000123124775124
2025-11-12,0.38712674853368073,0.41631787838341255,0.08110830819576598,-0.04019960429598375
2025-11-13,0.4174100311876519,0.4516529397143313,0.14079960455867752,-0.024370626006281378
2025-11-14,0.4139940115363967,0.4475952582504924,0.15130689724635918,-0.020873036806319367
2025-11-17,0.41690336541894213,0.4506470100855481,0.15989288423567743,-0.016523587136448234
2025-11-18,0.41411309604943647,0.44782628161330107,0.1590101374124989,-0.012546672384383119
2025-11-19,0.4237678146376531,0.46271931148516343,0.1618844865004931,-0.009492829030892942
2025-11-20,0.4297067091789879,0.4703867699379626,0.16385152785852064,-0.013169191781019832
2025-11-21,0.42646941737963345,0.4679441445880736,0.16294505237189447,-0.01611681918731368
2025-11-24,0.430838327748265,0.4739499127785967,0.16762869630778965,-0.010586625523381002
2025-11-25,0.4291555577390049,0.47469792607350764,0.16529973936596973,-0.010289877026736194
2025-11-26,0.42997723401007193,0.4755120425909813,0.1669623594523584,-0.007252878546376363
2025-11-28,0.4369003998218434,0.4812093496448347,0.1473286481022698,0.023194302771110915
2025-12-01,0.43763920584503063,0.48044900606946966,0.14436106503683585,0.03467140132022284
2025-12-02,0.43855430270150025,0.4864045926167224,0.13723473965659277,0.029109131161259925
2025-12-03,0.4380194087127556,0.48530247884028116,0.13500327103184348,0.027312188446526064
2025-12-04,0.4383133546219434,0.48777101415082963,0.13322678456422563,0.029706068876134847
2025-12-05,0.4366490916075086,0.4854201751439175,0.13424261525902656,0.03266644166892539
2025-12-08,0.43493932543411795,0.48306417926942546,0.13324362614443147,0.025693399359908095
2025-12-09,0.4339012319808113,0.4823578600417082,0.1316886434268655,0.027117322444459663
2025-12-10,0.43407617836255613,0.48110743199948625,0.13260079060304214,0.02554400649612039
2025-12-11,0.43333512112725414,0.4797679123205158,0.13594424054202855,0.020888619921544904
2025-12-12,0.4350874995386785,0.482056730885909,0.13592159848975077,0.024770222565439697
2025-12-15,0.43278341295086276,0.4779520983327906,0.13216944726876664,0.03315098380700149
2025-12-16,0.43121620512622233,0.47733877779516454,0.12990887843538862,0.03242332336179261
2025-12-17,0.4331696663746715,0.4785158828431446,0.1311030078675745,0.03592992554364775
2025-12-18,0.4328518159553026,0.4738676372682886,0.13201891609049915,0.0327193755311538
2025-12-19,0.43469982737468027,0.47601269213841496,0.1314381877685473,0.03008827605124349
2025-12-22,0.4222536224289796,0.46448248157511196,0.1182259371904699,0.015388476944283915
2025-12-23,0.42190138636292934,0.46334747893776496,0.11622791765728198,0.007053343973526067
2025-12-24,0.422242409204493,0.46340607080272034,0.11577223199770595,0.007018207053209238
2025-12-26,0.4258407933064107,0.4681407323248373,0.1127987298434916,0.0011303763248662786
2025-12-29,0.42313936025091,0.4656724855687344,0.11148540400756297,-0.0025895308398802427
2025-12-30,0.4233784174825275,0.4656279578030702,0.11322908218515607,-0.003892794972406606
2025-12-31,0.422576277904038,0.4648255105768221,0.11249763225075612,-0.005124572512943538
2026-01-02,0.42056292826871733,0.4616061220419211,0.11228299031332624,-0.003401382811551162
2026-01-05,0.421853698378962,0.4632211378975468,0.12368393546901613,0.0019488122967681648
2026-01-06,0.4249746117653408,0.46593529412381934,0.11876451075417015,5.8985829813549145e-05
2026-01-07,0.4244057711542393,0.46409281015234466,0.12393643156178549,-0.0021357302215033805
2026-01-08,0.4241161186887304,0.46235784581450223,0.12619778175184881,0.0022328768915870134
2026-01-09,0.4197486076675746,0.4564079786304166,0.12907695944997594,-0.011027491350625017
2026-01-12,0.4204451811568275,0.4567297423248297,0.13112915911857553,-0.011135738199125715
2026-01-13,0.4166533485691624,0.453015777956571,0.1286277049839715,-0.010281482697513158
2026-01-14,0.4148961330319792,0.44994951242533815,0.12997116635462305,-0.00836057917131658
2026-01-15,0.41465701963512286,0.45027817057852676,0.1307125571408833,-0.007304887686260452
2026-01-16,0.40914386428600213,0.44483400332142664,0.12865793229279113,-0.02241093295150471
2026-01-20,0.4198447105996674,0.4524533128084109,0.09163920482619327,-0.00010384192980680034
2026-01-21,0.4184004233870305,0.4493054924774046,0.09851533489236011,0.000297408826007891
2026-01-22,0.4172963559457135,0.44880913072770506,0.09607337001086971,-0.0026624267896091045
2026-01-23,0.41965817075867784,0.4531931079169796,0.09699386450834975,-0.005322235363934626
2026-01-26,0.4184539991615959,0.45231490802788604,0.09489998342039346,-0.006079421903343791
2026-01-27,0.41926248333647465,0.4536510136105317,0.09662596155508946,-0.008213696594203927
2026-01-28,0.4163536979995041,0.449966824518995,0.09196999467969265,-0.0018793228597079796
2026-01-29,0.4157659136819864,0.45180802763996913,0.09177492045523107,-0.0020544937456903334
2026-01-30,0.4183889767950679,0.4532775219846644,0.0889541695565926,-0.00035396510608184766
2026-02-02,0.40904499998809246,0.4430369112339626,0.11358435924267937,0.0029062147829577428
2026-02-03,0.41035885526031507,0.44669121848985144,0.08588819900074252,-0.0019561955417374682
2026-02-04,0.4107158595489063,0.4498959316101797,0.08691788187492781,0.0014381683998189612
2026-02-05,0.4134923210050342,0.4513819969765656,0.12288514873064704,-0.026585114339727413
2026-02-06,0.42259335395922476,0.45674239035475406,0.1502428417923504,-0.02069190125455549
2026-02-09,0.422233820035192,0.4562113288484533,0.14853552986189844,-0.020650859802949388
2026-02-10,0.423091723676871,0.457429393270612,0.1502323020811232,-0.024484534529079168
2026-02-11,0.42226458804670236,0.45574206097403136,0.1467846504592623,-0.02115609563583641
2026-02-12,0.4229359926338261,0.45573267629188047,0.14785917737938978,-0.025719954730455644
2026-02-13,0.42291260230415534,0.45504114575411,0.15529498853908666,-0.01552967924460086
2026-02-17,0.42438896596944825,0.4574461461170999,0.16025197875963726,-0.012426091313519474
2026-02-18,0.4234738343791568,0.45584768749189586,0.15896410386736945,-0.012281639790417657
2026-02-19,0.42392976325062115,0.4560246309723676,0.16177994816211835,-0.016695433579192235
2026-02-20,0.42459051710190676,0.45695385690707196,0.16409123478672927,-0.0177689364669416
2026-02-23,0.4289723175688786,0.4608503537578775,0.1523723134734031,-0.022179591061594145
2026-02-24,0.426074725094479,0.4577984631905437,0.15261632670634004,-0.017635748499251508
2026-02-25,0.4269236603758287,0.4583090480830082,0.15073961581476877,-0.015182821472956817
2026-02-26,0.4263128139437443,0.4564105708375316,0.1470331743726928,-0.0062862098013219915
2026-02-27,0.4294463194544811,0.46009583261709575,0.14508524236562007,-0.003426141092866235
2026-03-02,0.4298104257336958,0.46287710231973234,0.14936099497725885,-0.01160239227158291
2026-03-03,0.4318628796765271,0.46446210757236195,0.14934591815645143,-0.010557443738648486
2026-03-04,0.4385745806872143,0.4748656564838744,0.14917670244186587,-0.016358219227899224
2026-03-05,0.4426453879249765,0.4758222248489703,0.1511759773678909,-0.011040303071804557
2026-03-06,0.44368043273048147,0.47664831703394556,0.14683089519732745,-0.001966967804285461
2026-03-09,0.44441122702123437,0.4783776914443108,0.14628850383940148,-0.00163314638178087
2026-03-10,0.4466275430354439,0.4813377176856802,0.14761470372314725,-0.008751844368394475
2026-03-11,0.4303519300805758,0.4621233182937968,0.14164410477183187,0.009500332889612979
2026-03-12,0.43789982995620946,0.46540240891468676,0.13701923356107998,0.017415128928763398
2026-03-13,0.43672376148815845,0.4641561333749531,0.13569809354834222,0.018013550398896412
2026-03-16,0.43594307239207547,0.46250737760737815,0.13800227363485693,0.03196881398525986
2026-03-17,0.4307892544225961,0.457399494180925,0.13944222543005888,0.035276192105020775
2026-03-18,0.4345748450151096,0.46033372538506423,0.14822423275723692,0.039097557630071195
2026-03-19,0.43374460545195903,0.45952816036381866,0.15437785043962585,0.037099864531344486
2026-03-20,0.42789722778458755,0.4532918196256247,0.15073699937004742,0.02823416171561363
2026-03-23,0.42776944328268307,0.4532305894823975,0.14851778266562285,0.02944528108435537
2026-03-24,0.42789559785741493,0.4533986232696302,0.148567671386298,0.029786088195053396
2026-03-25,0.4233216739147856,0.44889675076659036,0.15332666602408968,0.040701267389897565
2026-03-26,0.42773292283877556,0.4535646790364225,0.16264554573803058,0.04632487702175373
2026-03-27,0.43201500673035004,0.4579768710787733,0.15118256776379654,0.04925522000776858
2026-03-30,0.4318302527811399,0.4575670290019227,0.15083590344220416,0.05073672900778108
2026-03-31,0.4302202889014298,0.45569294521738124,0.1582423884811257,0.05934906552267559
2026-04-01,0.4319894629422697,0.45521061916529826,0.16024826261600933,0.06380256123501192
2026-04-02,0.4320170338282284,0.45399332678944804,0.16402946595101317,0.05632115149046798
2026-04-06,0.43570021633527795,0.4576410344195916,0.16267439939659006,0.05496127465366194
2026-04-07,0.45395581969088683,0.4731015692065091,0.16526042319430376,0.05392961991606444
2026-04-08,0.47885758821476376,0.4924949161626125,0.16738519698527637,0.051416756562834946
2026-04-09,0.4807612360112441,0.49711495992671284,0.15904266197225192,0.018598901712266566
2026-04-10,0.4756256475886449,0.49272660695801035,0.16005042046383083,0.002864830426875267
2026-04-13,0.4617484777801772,0.4769311108390685,0.1384449102539391,-0.00615365533334134
2026-04-14,0.4584438876138804,0.46945364748023055,0.14517455472795715,-0.02920245610257556
2026-04-15,0.4512123943028644,0.4636546421368635,0.138255259291229,-0.03588407234024677
2026-04-16,0.4503619863363131,0.4632096680730467,0.13913450866298,-0.03878170680016987
2026-04-17,0.45267590272263886,0.4655575408114033,0.14171322280195978,-0.0324506913921118
2026-04-20,0.46224922774334637,0.47630125515809174,0.1427042586537159,-0.03286803108508037
2026-04-21,0.46058641405755635,0.47594104986453234,0.1408037148819428,-0.03166878694756679
2026-04-22,0.48678882759137543,0.4971826630341836,0.13623559678992728,-0.01857201350313094
2026-04-23,0.470331236996196,0.4844681782091461,0.14729092042789146,-0.02740185927455049
2026-04-24,0.47051542854487993,0.4820689952389824,0.14826960651244123,-0.02860175081168192
2026-04-27,0.4753439230859234,0.4873634475069769,0.14807183723668801,-0.02936858950669255
2026-04-28,0.4756848050192897,0.48779125473618834,0.15095028890260095,-0.031217676197650018
2026-04-29,0.47582850676690885,0.48715584488284497,0.1513281435342397,-0.030369639324647875
2026-04-30,0.4769687771936465,0.4881976353976929,0.15149026475702917,-0.029293677708044728
2026-05-01,0.47687834043570876,0.4897179517713073,0.15070207688994022,-0.027284101991427796
2026-05-04,0.4725046381461496,0.485830985678868,0.15155665750549757,-0.02815143817786929
2026-05-05,0.47508666067371125,0.48749391899395067,0.15229710773438346,-0.025206955497268282
2026-05-06,0.472584493162299,0.48462095654394777,0.15956759025336986,-0.027033129411870242
2026-05-07,0.4793415154934301,0.4900492675661508,0.15523945411079396,-0.02661991572522612
2026-05-08,0.47889603889688764,0.4864601204701961,0.15599604324173083,-0.02657747995576559
2026-05-11,0.4777598235267179,0.4845279860787982,0.17050130024887655,-0.012405738073512808
2026-05-12,0.4781107445320119,0.48546465948913947,0.17122451047942422,-0.009911026190237553
2026-05-13,0.49345181318158343,0.49744590522805265,0.17280404888809975,-0.009337621254044743
2026-05-14,0.49431266885037645,0.4976046997353829,0.17030119071479638,-0.007225147966816944
2026-05-15,0.49685411653148737,0.5006529287543074,0.1741106496017493,0.00048614142923467476
2026-05-18,0.49676935557993146,0.5015739876117438,0.17339306224407408,0.0007152204044687468
2026-05-19,0.4967266092999803,0.5014012157736123,0.17331540205322246,0.0010961254236832203
2026-05-20,0.4975410622086996,0.5020300965627762,0.17243192824868947,0.005139769895395062
2026-05-21,0.4991200505936581,0.5033002936822516,0.17094216986195274,0.007431558738972345
2026-05-22,0.5132378910366338,0.511023307450275,0.1714935507711518,0.01599918746139071
2026-05-26,0.5140832580126637,0.5101347149171872,0.1735181080566435,0.014317229646540749
2026-05-27,0.511237502187795,0.5074399270756904,0.1838485219493108,0.014737177209513648
2026-05-28,0.5105109188294393,0.5053813010636429,0.18628779870337822,0.007956667145367725
2026-05-29,0.5100797479455087,0.5049122648595769,0.18583907950741846,0.006887858530668866
2026-06-01,0.5098501727490543,0.5024902746682324,0.1898606311624632,0.010879932824689756
2026-06-02,0.5034004103402676,0.493425975227937,0.1866803918015089,0.008252784138160702
2026-06-03,0.5055024015620097,0.4926019263716887,0.1862099431905941,0.016719457474535085
2026-06-04,0.5059188903025506,0.4930241413582986,0.18593844430632886,0.01651191184248183
2026-06-05,0.5133909775778653,0.498927013050999,0.19781576386351982,0.02422604520960755
2026-06-08,0.5108849200374181,0.5009882011055915,0.19648687742855653,0.019734459606428903
2026-06-09,0.5089798001184213,0.5010577199887932,0.20360783278271008,0.026173152837021978
2026-06-10,0.509439013568133,0.5020292635607512,0.20165336442870552,0.02523677959269627
2026-06-11,0.5147110717820695,0.5075457196778509,0.20922896291482423,0.03614653150250251
2026-06-12,0.5140544615112128,0.5070642327831323,0.20980974238663141,0.03693418753804296
2026-06-15,0.5231277064707575,0.5160642515171967,0.22020741653165385,0.043156588464521195
2026-06-16,0.5266232738432829,0.5171116383453832,0.21993031273347494,0.04287923437881929
